question_id,question_text,question_type,introduction_text,request_for_answer_text,answer_options_text,instruction_text,quality_mean,language,study,domain,subdomain,concept,concept_subtype,response_scale_basic_choice,number_of_categories,position,question_name,is_gdpr_article_9
af9eaa860f4e,What is the main reason you use [PRODUCT]?,text,"",What is the main reason you use [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Sentiment, Valuable","Desirable, Sentiment, Valuable",Open-ended answers,,,maze_75,NA
66baeaa25a24,"For how many, if any, of your work responsibilities do you rely on [PRODUCT]?",text,"","For how many, if any, of your work responsibilities do you rely on [PRODUCT]?","","",,English,Maze Questionnaire,User Research,"Product, Solution",Sentiment,Sentiment,Open-ended answers,,,maze_76,NA
d513338cff28,Which of the following best reflects your attitudes towards [PRODUCT]?,text,"",Which of the following best reflects your attitudes towards [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_77,NA
5d7809e7f0e7,What tools are most important to help you accomplish your key responsibilities?,text,"",What tools are most important to help you accomplish your key responsibilities?,"","",,English,Maze Questionnaire,User Research,Solution,Sentiment,Sentiment,Open-ended answers,,,maze_78,NA
530e47e0aca8,"Please complete this sentence: ""The most frustrating part of using [PRODUCT] is…”",text,"","Please complete this sentence: ""The most frustrating part of using [PRODUCT] is…”","","",,English,Maze Questionnaire,User Research,"Pain, Product",Sentiment,Sentiment,Open-ended answers,,,maze_79,NA
37f614ec296f,"Please complete the following sentence: ""With [PRODUCT], I hope that me/my team can...""",text,"","Please complete the following sentence: ""With [PRODUCT], I hope that me/my team can...""","","",,English,Maze Questionnaire,User Research,"Product, Solution",Expectation,Expectation,Open-ended answers,,,maze_80,NA
a3b98aa88ffe,What teams do you work with on a daily basis?,text,"",What teams do you work with on a daily basis?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_81,NA
c84d92509e98,Which of the tools that you use at work has the largest impact on your work?,text,"",Which of the tools that you use at work has the largest impact on your work?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_82,NA
6d3643abc82e,How do you prefer to be trained on new software?,text,"",How do you prefer to be trained on new software?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product",Useful,Useful,Open-ended answers,,,maze_83,NA
802e697411e6,There are no other products like [PRODUCT] out there.,text,"",There are no other products like [PRODUCT] out there.,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_84,NA
bb3eabef4b9e,Is anything missing from your experience?,text,"",Is anything missing from your experience?,"","",,English,Maze Questionnaire,User Research,People,Useful,Useful,Open-ended answers,,,maze_85,NA
2da09cb800d0,Are there any elements on the website that you believe are missing?,text,"",Are there any elements on the website that you believe are missing?,"","",,English,Maze Questionnaire,User Research,Product,"Findable, Usable","Findable, Usable",Open-ended answers,,,maze_86,NA
7f33aebab4e5,"We may be interested in contacting you to learn more about your answers, are you open to us doing so?",text,"","We may be interested in contacting you to learn more about your answers, are you open to us doing so?","","",,English,Maze Questionnaire,User Research,People,"Sentiment, Wrap-up","Sentiment, Wrap-up",Open-ended answers,,,maze_87,NA
ec46ef862b29,Were there any aspects of the messaging that you found confusing?,text,"",Were there any aspects of the messaging that you found confusing?,"","",,English,Maze Questionnaire,User Research,"Copy, Design",Clarity,Clarity,Open-ended answers,,,maze_88,NA
04fb853c0051,Have you ever used a website or app that lets you [SERVICE]?,text,"",Have you ever used a website or app that lets you [SERVICE]?,"","",,English,Maze Questionnaire,User Research,"Product, Solution","Findable, Recall, Valuable","Findable, Recall, Valuable",Open-ended answers,,,maze_89,NA
4026f9c932bd,Have you started using [FEATURE]?,text,"",Have you started using [FEATURE]?,"","",,English,Maze Questionnaire,User Research,Adoption,Demographics,Demographics,Open-ended answers,,,maze_90,NA
0024c5db4193,Have you used [PRODUCT] before?,text,"",Have you used [PRODUCT] before?,"","",,English,Maze Questionnaire,User Research,Adoption,Demographics,Demographics,Open-ended answers,,,maze_91,NA
0966a2c309d9,Was the navigation as expected?,text,"",Was the navigation as expected?,"","",,English,Maze Questionnaire,User Research,"Design, Product","Expectation, Usable","Expectation, Usable",Open-ended answers,,,maze_92,NA
5c3b8099b604,"On a scale of 1-10, how was your experience when signing up?",text,"","On a scale of 1-10, how was your experience when signing up?","","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_93,NA
c0bb83c21237,Please describe your experience of navigating the site.,text,"",Please describe your experience of navigating the site.,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_94,NA
6a3eac686ee5,What was your first impression of the design?,text,"",What was your first impression of the design?,"","",,English,Maze Questionnaire,User Research,Design,"Recall, Sentiment","Recall, Sentiment",Open-ended answers,,,maze_95,NA
90208d9d8bad,How understandable was the information on this page?,text,"",How understandable was the information on this page?,"","",,English,Maze Questionnaire,User Research,"Copy, Design",Clarity,Clarity,Open-ended answers,,,maze_96,NA
e922d4c152ec,Please rate your overall experience using [FEATURE].,text,"",Please rate your overall experience using [FEATURE].,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_97,NA
36df45bb7987,Did you run into any problems with [FEATURE]?,text,"",Did you run into any problems with [FEATURE]?,"","",,English,Maze Questionnaire,User Research,"Problem, Product",Usable,Usable,Open-ended answers,,,maze_98,NA
576f22577b9a,How would you go about signing up for the product?,text,"",How would you go about signing up for the product?,"","",,English,Maze Questionnaire,User Research,"Design, Product, Task","Findable, Usable","Findable, Usable",Open-ended answers,,,maze_99,NA
8f08700949ba,Which features do you use the most?,text,"",Which features do you use the most?,"","",,English,Maze Questionnaire,User Research,Adoption,Demographics,Demographics,Open-ended answers,,,maze_100,NA
2f4e73cdc159,What type of operating system do you currently use on your phone?,text,"",What type of operating system do you currently use on your phone?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_101,NA
1de1cebef343,When solving [PROBLEM] what is most important for you?,text,"",When solving [PROBLEM] what is most important for you?,"","",,English,Maze Questionnaire,User Research,Solution,"Useful, Valuable","Useful, Valuable",Open-ended answers,,,maze_102,NA
bd1878c93006,Where did you first find out about [PRODUCT]?,text,"",Where did you first find out about [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,Findable,Findable,Open-ended answers,,,maze_103,NA
050d70838a07,What are the most important tasks you need to perform when using [PRODUCT]?,text,"",What are the most important tasks you need to perform when using [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,"Goal, Product, Task",Useful,Useful,Open-ended answers,,,maze_104,NA
9fc4342f9fa0,How often do you do [TASK]?,text,"",How often do you do [TASK]?,"","",,English,Maze Questionnaire,User Research,Task,Recall,Recall,Open-ended answers,,,maze_105,NA
5c702deaf90e,Which image do you prefer?,text,"",Which image do you prefer?,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_106,NA
9b7175e5ba64,How often do you [ACTIVITY]?,text,"",How often do you [ACTIVITY]?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_107,NA
af726b9fa411,How would you describe the level of information provided?,text,"",How would you describe the level of information provided?,"","",,English,Maze Questionnaire,User Research,"Copy, Design",Clarity,Clarity,Open-ended answers,,,maze_108,NA
6154c02a8c5a,Where would you find [FEATURE] within this page?,text,"",Where would you find [FEATURE] within this page?,"","",,English,Maze Questionnaire,User Research,Design,Findable,Findable,Open-ended answers,,,maze_109,NA
d80cfa19d67d,Did you know about [PRODUCT] before?,text,"",Did you know about [PRODUCT] before?,"","",,English,Maze Questionnaire,User Research,"Product, Solution","Findable, Recall","Findable, Recall",Open-ended answers,,,maze_110,NA
728b45160b8d,Could you explain what you consider when using [PRODUCT] to [TASK]?,text,"",Could you explain what you consider when using [PRODUCT] to [TASK]?,"","",,English,Maze Questionnaire,User Research,"Product, Task","Expectation, Sentiment","Expectation, Sentiment",Open-ended answers,,,maze_111,NA
b81f83eae57f,Had you ever heard of [COMPANY]?,text,"",Had you ever heard of [COMPANY]?,"","",,English,Maze Questionnaire,User Research,"People, Product","Clarity, Findable, Recall","Clarity, Findable, Recall",Open-ended answers,,,maze_112,NA
cbe6a8dc86e0,To what extend do you feel this product is similar to any others?,text,"",To what extend do you feel this product is similar to any others?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_113,NA
784c91b949d8,What do you expect to gain from using this product?,text,"",What do you expect to gain from using this product?,"","",,English,Maze Questionnaire,User Research,"Goal, Product","Expectation, Useful, Valuable","Expectation, Useful, Valuable",Open-ended answers,,,maze_114,NA
7a6baace688d,Where do you think someone would use this [FEATURE]?,text,"",Where do you think someone would use this [FEATURE]?,"","",,English,Maze Questionnaire,User Research,"Adoption, People, Product",Sentiment,Sentiment,Open-ended answers,,,maze_115,NA
